State,District,Contractor,Contract/Mod Number,NASA Center,Place of Performance,Award Date,Completion Date,Award Type,Contractor Type - Indicators,Obligations,Change in Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 18,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",02/10/2005,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$3,337,000",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,UNIV ALASKA FAIRBANKS,GSFC0200103DNAS501074 Modification 25,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",02/16/2005,03/11/2006,"Educational Institution,Historically Black College Or University,, Cost No Fee",Historically Black Colleges and Universities - ,"$140,000",$0,561210,N/A,N/A,MAINTENANCE/MISSION SUPPORT AT POKER FLATS
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG05GE37G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",02/23/2005,06/30/2008,"Educational Institution,, Grant For Research",Educational - ,"$96,060","$96,060",[None Indicated],N/A,N/A,NITRIC OXIDE IN THE LOWER THEOMOSPHERE
AK,AK-00,UNIV ALASKA FAIRBANKS,GSFC0200103DNAS501074 Modification 26,GSFC - Goddard Space Flight Center,"FAIRBANKS, AK (District 00)",03/07/2005,03/11/2006,"Educational Institution,Historically Black College Or University,, Cost No Fee",Historically Black Colleges and Universities - ,"$500,000",$0,561210,N/A,N/A,MAINTENANCE/MISSION SUPPORT AT POKER FLATS
AK,AK-00,UNIV ALASKA FAIRBANKS,NAG511411 Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",03/08/2005,12/31/2006,"Educational Institution,, Grant For Research",Educational - ,"$24,000",$0,[None Indicated],N/A,N/A,TIMED SOLAR EUV EXPERIMENT PHASE E CO-INVESTIGATOR  - SCOTT BAILEY.
AK,AK-00,UNIV ALASKA FAIRBANKS,NAG55418 Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",03/15/2005,04/03/2006,"Educational Institution,, Grant For Research",Educational - ,"$66,552","$66,552",[None Indicated],N/A,N/A,"""CASCADES-THE CHANGING AURORA: IN SITU AND CAMERA ANALYSIS OF DYNAMIC ELECTRON PRECIPITATION"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG05GF93H Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",03/25/2005,03/14/2010,"Educational Institution,, Training Grant",Educational - ,"$173,188","$173,188",[None Indicated],N/A,N/A,ALASKA SPACE GRANT CONSORTIUM
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NAG513252 Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",04/09/2005,04/14/2006,"Educational Institution,, Grant For Research",Educational - ,"$28,689","$28,689",[None Indicated],N/A,N/A,SATELLITE VOLCANO ATLAS.
AK,AK-00,UNIV ALASKA FAIRBANKS,NNG04GI67G Modification 1,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",04/27/2005,04/30/2006,"Educational Institution,, Grant For Research",Educational - ,"$67,973","$67,973",[None Indicated],N/A,N/A,WHISTLER MODE SOUNDING OF MAGNETOSPHERE
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 19,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/05/2005,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$1,181,400",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,UNIV ALASKA FAIRBANKS,NAG512192 Modification 5,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/17/2005,05/14/2006,"Educational Institution,, Grant For Research",Educational - ,"$313,081",$0,[None Indicated],N/A,N/A,LARGE SCALE CONSEQUENCES OF SMALL SCALE AURORAL STRUCTURES
AK,AK-00,UNIV ALASKA FAIRBANKS,NGT540100 Modification 13,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",05/24/2005,01/31/2006,"Educational Institution,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,ALASKA SPACE GRANT COLLEGE AND FELLOWSHIP PROGRAM
AK,AK-00,MSDS PRO,S74746G Modification 2,GSFC - Goddard Space Flight Center,"Anchorage, AK (District 00)",06/13/2005,07/07/2006,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$7,705","$7,705",[None Indicated],N/A,N/A,ANNUAL SOFTWARE MAINTENANCE
AK,AK-00,ALASKA STATE,NNS04AB22G Modification 3,SSC - Stennis Space Center,"FORT RICHARDSON, AK (District 00)",06/15/2005,06/27/2006,"State Government,, Grant For Research",Government - ,$0,$0,[None Indicated],N/A,N/A,PROVIDE A TECHNICAL SOLUTION TO CAUSE/EFFECT INDICATORS FOR AIRCRAFT ACCIDENTS
AK,AK-00,UNIV ALASKA FAIRBANKS,NNG04GN25H Modification 1,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",06/27/2005,06/30/2007,"Educational Institution,, Grant For Research",Educational - ,"$24,000","$24,000",[None Indicated],N/A,N/A,SOLAR FLARE X-RAY IRRADIANCE AND IT'S IMPACT ON THE EARTHS UPPER ATMOSPHERE.
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG05GM42G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/18/2005,07/14/2008,"Educational Institution,, Grant For Research",Educational - ,"$215,599","$215,599",[None Indicated],N/A,N/A,HEATING & MIXING OF THERMOSPHERIC CONSTITUENTS IN SMALL SCALE AURURA
AK,AK-00,UNIV ALASKA FAIRBANKS,GSFC0200103DNAS501074 Modification 27,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/20/2005,03/11/2006,"Educational Institution,Historically Black College Or University,, Cost No Fee",Historically Black Colleges and Universities - ,"$300,000",$0,561210,N/A,N/A,MAINTENANCE/MISSION SUPPORT AT POKER FLATS
AK,AK-00,UNIVERSITY OF ALASKA (0147),NNG05WC34G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/25/2005,06/30/2008,"Educational Institution,, Grant For Research",Educational - ,"$123,409","$123,409",[None Indicated],N/A,N/A,HEX 2: INVESTIGATIONS OF MESOSCALE DRIVERS FOR VERTICAL & HORIZONTAL WINDS IN THE HIGH LATITUDE LOWER THERMOSPHERE
AK,AK-00,UNIVERSITY OF ALASKA (0147),NNG05WC39G Modification 0 (Base Record),GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/26/2005,05/31/2008,"Educational Institution,, Grant For Research",Educational - ,"$12,061","$12,061",[None Indicated],N/A,N/A,ROPA- ROCKET OBSERVATIONS OF PULSATING AURORA
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 20,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",07/27/2005,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$934,274",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNGO4HZ03C Modification 21,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/04/2005,03/30/2008,"Educational Institution,, Cost No Fee",Educational - RFP5-53541-GGB,"$114,068",$0,541710,N/A,N/A,"OPERATE AND MAINTAIN THE ALSKA SATELLITE FACILITY DATA AND APPL., CTR FOR THE EOSD & ISP"
AK,AK-00,ENVISION PRODUCT DESIGN LIMITED LIABILITY COMPANY,NNJ05JB55P Modification 0 (Base Record),JSC - Johnson Space Flight Center,"Anchorage, AK (District 00)",08/11/2005,09/26/2005,"Small Business,Women Owned,, Firm Fixed Price","Woman Owned Small Business,Small Business - ","$132,300","$132,300",334515,N/A,N/A,ENVISION DIGITAL X-RAY IMAGING SYTEMS INSTALLATION AND TRAINING
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AC96T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/12/2005,08/31/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$0,"$300,000",611430,N/A,N/A,CLIN 4  -- MISCELLANEOUS SERVICES --  MODS WILL NOT BE SEQUENTIAL
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AC93T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/12/2005,08/31/2010,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$1,378,969","$3,006,076",611430,N/A,N/A,"NASA INTEGRATED LEARNING AND DEVELOPMENT PROGRAM CLIN 0001, PROGRAM OP-- MOD NUMBERS WILL NOT RUN SEQUENTIAL"
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AC95T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/12/2005,09/30/2006,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$70,000","$1,600,000",611430,N/A,N/A,NASA INTEGRATED LEARNING AND DEVELOPMENT PROGRAM C LIN 0003 MOD NUMBERS WILL NOT RUN SEQUENTIALLY
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AC94T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",08/12/2005,08/31/2010,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ",$0,"$5,393,924",611430,N/A,N/A,CLIN 2 -- SERVICES-- MOD NUMBERS WILL NOT RUN SEQUENTIAL
AK,AK-00,GEOPHYSICAL INSTITUTE U A F,NAG513073 Modification 2,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/15/2005,04/30/2006,"Educational Institution,, Grant For Research",Educational - ,"$194,804","$95,643",[None Indicated],N/A,N/A,SIMULATION STUDY OF THE DYNAMICS AT THE MAGNETOSPH ERIC CUSPS
AK,AK-00,GEOPHYSICAL INSTITUTE U A F,NNG04GH64G Modification 1,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",08/15/2005,03/31/2007,"Educational Institution,, Grant For Research",Educational - ,"$400,000","$400,000",[None Indicated],N/A,N/A,"GALCIERS, CLIMATE, THE OCEAN & SOLID EARTH DEFORMATION IN SOUTHERN ALASKA: AN INTERDICIPLIN"
AK,AK-00,UNIV ALASKA FAIRBANKS,NAG512411 Modification 4,GSFC - Goddard Space Flight Center,"FAIRBANKS, AK (District 00)",09/15/2005,08/14/2006,"Educational Institution,, Grant For Research",Educational - ,"$253,277",$0,[None Indicated],N/A,N/A,DETECTION OF CLIMATE CHANGE IN THE WESTERN ARTIC: SEA ICE TELECONNECTIONAND PRODUCTIVITY
AK,AK-00,UNIVERSITY OF ALASKA SYSTEMS (0147),NNG04GF35G Modification 1,GSFC - Goddard Space Flight Center,"Fairbanks, AK (District 00)",09/19/2005,02/28/2007,"Educational Institution,, Grant For Research",Educational - ,"$110,000","$125,000",[None Indicated],N/A,N/A,SEARCH FOR INDIRECT AERONSOL EFFECTS ON ARCTIC CLOUDS.
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AD10T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/22/2005,12/31/2005,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$160,340","$160,340",611430,N/A,N/A,TEACHING SCIENCE AND TECHNOLOGY COURSES FOR INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AD12T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/26/2005,12/31/2005,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$24,636","$24,636",611430,N/A,N/A,INTEGRATED LEARNING AND DEVELOPMENT PROGRAM 
AK,AK-00,ASRC MANAGEMENT SERVICES INCORPORATED,NNL05AD11T Modification 0 (Base Record),LaRC - Langley Research Center,"ANCHORAGE, AK (District 00)",09/26/2005,12/31/2005,"Minority Owned,Native American Owned Business,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Disadvantaged Business,, Cost Plus Fixed Fee","Small Disadvantaged Business,8(A) Program,Small Business - ","$86,126","$86,126",611430,N/A,N/A,SYSTEM ENGINEERING FUNDAMENTALS COURSES FOR INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
AL,AL-07,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,NAG513644 Modification 1,GSFC - Goddard Space Flight Center,"Tuscaloosa, AL (District 07)",10/01/2004,09/14/2005,"Educational Institution,Nonprofit Organization,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,PHYSICAL PAIRS: A WAY STATION ON THE ROAD OF POOR GROUPS COALLENENCE.
AL,AL-05,ALABAMA SPACE SCNCE EXHBT COMM,NNM05AA07G Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/01/2004,09/30/2007,"Educational Institution,State Government,, Grant For Research",Educational - ,$0,$0,[None Indicated],N/A,N/A,2005-2007 US SPACE & ROCKET CENTER CAMP EXPERIENCE FOR UNDERSERVED AND MINORITY INDIVIDUALS
AL,AL-05,SIRSI CORPORATION,NNL05AA01P Modification 0 (Base Record),LaRC - Langley Research Center,"HUNTSVILLE, AL (District 05)",10/01/2004,10/31/2005,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$56,508","$56,508",423430,N/A,N/A,ANNUAL SOFTWARE MAINTENANCE
AL,AL-05,BAE SYSTEMS ANALYTICAL SOLUTIONS INCORPORATED,NNM04AD00P Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/01/2004,09/30/2005,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$249,442","$249,442",541330,N/A,N/A,4200035065 PROFESSIONAL ENGINEERING SERVICES FOR NGLT
AL,AL-05,INTERGRAPH CORP,MSFC0200309DNAS803087 Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/01/2004,09/30/2005,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,"$289,321","$289,321",531210,N/A,N/A,4200030300  FACILITY REQUIREMENTS FOR OFFSITE LEASED SPACE MARSHALL INSTITUTE
AL,AL-05,K T ENGINEERING CORP,NNM04AB00C Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/04/2004,11/04/2005,"Small Business,, Firm Fixed Price",Small Business ONLY - ,"$1,990,400","$4,337,384",927110,N/A,N/A,SEGMENTED LAUNCH VEHICLE MFG DEV & DEMO PROGRAM (DARPA BAA)
AL,AL-05,MOHAWK CARPET CORPORATION,NNM04AF15P Modification 2,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/05/2004,10/31/2004,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,314110,N/A,N/A,150 BOXES OF CARPET TILES
AL,AL-05,JOHNSON CONTRACTORS INC,NNM04AB86D Modification 3,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/05/2004,09/30/2004,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,$392,$392,236210,N/A,N/A,"CONSTRUCT EXTERIOR STAIRS, BLDG 4200"
AL,AL-05,"BURKETT CONSTRUCTION COMPANY,",NNM04AC92D Modification 1,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",10/05/2004,10/22/2004,"Service Related Disabled Veteran Owned Business,Veteran Owned,, Firm Fixed Price","Veteran Owned Small Business,Service Disabled Veteran Owned Small Business,Small Business - ","$4,437","$4,437",[None Indicated],N/A,N/A,"4200083509 MODIFICATIONS TO ROOMS IN BLDG 4201 RM 614, 614A, 614B, AND 615"
AL,AL-05,JOHNSON CONTRACTORS INC,NNM04AB93D Modification 1,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",10/05/2004,09/30/2004,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$7,619","$7,619",236210,N/A,N/A,4200077049 CONSTRUCT PHOTOGRAPHIC ANALYSIS LABORATORY IN BLDG 4203 3RD FLOOR
AL,AL-05,CIRRUS TECHNOLOGY INCORPORATED,L18755 Modification 1,LaRC - Langley Research Center,"Huntsville, AL (District 05)",10/07/2004,06/30/2003,"Black American Owned Business,Minority Owned,SBA Certified 8A Program Participant,SBA Certified Small Disadvantaged Business,Self Certified Small Disadvantaged Business,Small Business,Small Disadvantaged Business,Veteran Owned,, Firm Fixed Price","Veteran Owned Small Business,Small Disadvantaged Business,8(A) Program,Small Business - ",$0,$0,[None Indicated],N/A,N/A,INSTALL KEY CARD
AL,AL-05,JOHNSON CONTRACTORS INC,NNM04AB88D Modification 1,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/07/2004,10/07/2004,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,$0,$0,236210,N/A,N/A,42000071152 PAINT AND WALL VINYL 5TH FLOOR BLDG 4203
AL,,COLSA CORPORATION,MSFC0200108DNAS801121 Modification 38,MSFC - Marshall Space Flight Center,"UNITED STATES, AL",10/08/2004,08/31/2005,"Hispanic American Owned Business,Minority Owned,SBA Certified 8A Program Participant,Service Related Disabled Veteran Owned Business,Veteran Owned,, Cost Plus Incentive Fee","Veteran Owned Small Business,Service Disabled Veteran Owned Small Business,Small Disadvantaged Business,Small Business - ",$0,"$2,690,314",541710,N/A,N/A,CONFIGURATION AND DATA MANAGEMENT SERVICES
AL,AL-05,HERNANDEZ ENGINEERING INC,MSFC0200009DNAS800179 Modification 56,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/08/2004,09/30/2005,"Hispanic American Owned Business,Minority Owned,Women Owned,, Cost Plus Award Fee","Small Disadvantaged Business,Woman Owned Small Business,Small Business - ",$0,"$2,313,877",541710,N/A,N/A,SAFETY AND MISSION ASSURANCE MISSION SERVICES FOR THE MARSHALL SPACE FLIGHT CENTER
AL,AL-05,CORNERSTONE SUPPLY INC,NNM04AI62P Modification 1,MSFC - Marshall Space Flight Center,"MADISON, AL (District 05)",10/08/2004,10/08/2004,"Small Business,Women Owned,, Firm Fixed Price","Woman Owned Small Business,Small Business - ",$0,$0,[None Indicated],N/A,N/A,"4200074407 MICRO TAP GUIDE, CLAMPS, AND TAP & DIE SET"
AL,AL-05,JOHNSON CONTRACTORS INC,NNM04AB93D Modification 2,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",10/08/2004,10/31/2004,"[No Vendor Indicators Found], Firm Fixed Price",Small Business ONLY - ,"$2,482","$2,482",236210,N/A,N/A,4200077049 CONSTRUCT PHOTOGRAPHIC ANALYSIS LABORATORY IN BLDG 4203 3RD FLOOR
AL,AL-05,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MSFC0199912CH32323DGS23F8006H Modification 50,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",10/12/2004,11/30/2004,"[No Vendor Indicators Found], Firm Fixed Price",Other Than Small Business - ,$0,$0,541611,N/A,N/A,"SERVICE ENTITLED, ""SYSTEMS MANAGEMENT TOOL DEVELOPMENT""."
AL,AL-05,SCIENCE APPLICATION INTL CORP,NNM04AA02C Modification 22,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/13/2004,12/31/2006,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - 03HAW001,$0,$0,541513,N/A,N/A,UNIFIED NASA INFORMATION TECHNOLOGY SERVICES (UNITES)
AL,AL-05,TELEDYNE INDUSTRIES INC       ,MSFC0200206DNAS802060 Modification 67,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/13/2004,06/30/2007,"[No Vendor Indicators Found], Cost Plus Award Fee",Other Than Small Business - ,$0,"$107,497",541710,N/A,N/A,SYSTEMS DEVELOPMENT & OPERATIONS SUPPORT 
AL,AL-05,CORNERSTONE SUPPLY INCORPORATED (2819),NNM04AK22P Modification 1,MSFC - Marshall Space Flight Center,"MADISON, AL (District 05)",10/14/2004,10/14/2004,"Small Business,Women Owned,, Firm Fixed Price","Woman Owned Small Business,Small Business - ",$0,$0,[None Indicated],N/A,N/A,LABORATORY SUPPLIES
AL,AL-05,THE UNIVERSITY OF ALABAMA IN HUNTSVILLE,NNG05GA88G Modification 1,GSFC - Goddard Space Flight Center,"Huntsville, AL (District 05)",10/15/2004,10/14/2005,"Educational Institution,, Grant For Research",Educational - ,"$-7,000","$-7,000",[None Indicated],N/A,N/A,"ROBUST LOCATLIZATION, CLASSIFICATION, AND TEMPORAL EVOLUTION TRACKING IN AURORA DATA/UAH PROPOSAL 2004-290"
AL,AL-05,AGILENT TECHNOLOGIES INC,MSFC0200209CH33487DGS24F0806A Modification 3,MSFC - Marshall Space Flight Center,"HUNTSVILLE, AL (District 05)",10/15/2004,12/20/2002,"[No Vendor Indicators Found], Fixed Price with Economic Price Adjustment",Other Than Small Business - ,$0,$0,335999,N/A,N/A,
AL,AL-05,"INTERNATIONAL SPACE SYSTEMS, I",NNM04AA45T Modification 3,MSFC - Marshall Space Flight Center,"Huntsville, AL (District 05)",10/18/2004,04/30/2005,"Small Business,Women Owned,, Firm Fixed Price","Woman Owned Small Business,Small Business - ",$0,$0,541330,N/A,N/A,4200072847 CONCEPTUAL DESIGN
