State	Total Recipients	Net Obligations	Small Businesses	Small Business Obligations	Woman Owned	Woman Owned Obligations	Minority Owned	Minority Owned Obligations	Educational Institutions	Educational Institutions Obligations	Public Universities	Public University Obligations	HBCUs	HBCU Obligations	Non Profits	Non Profit Obligations	Grant Recipient Institutions	Grant Obligations
ME	8	$5664328	2	$381397	1	$246398	0	$ 0	2	$1076304	1	$700087	0	$ 0	3	$3867496	5	$2419645
MI	68	$37422262	38	$6095253	2	$124717	5	$1446164	8	$28249200	8	$28249200	0	$ 0	8	$298407	11	$19241056
MN	41	$10500078	24	$2573068	1	$83750	1	$249528	3	$5721098	2	$5266831	0	$ 0	2	$6029242	3	$3723885
MO	28	$37238266	14	$2137162	2	$64126	0	$ 0	3	$7325147	1	$1164629	0	$ 0	2	$11166	5	$3730296
MS	74	$423020925	38	$48085535	17	$16911778	16	$24724953	4	$2386016	4	$2386016	0	$ 0	1	$207000	3	$188888
MT	15	$9256790	10	$2398001	0	$ 0	1	$ 0	4	$6834789	3	$6834789	0	$ 0	2	$24000	4	$4687652
NC	61	$12111457	38	$4227189	8	$2050264	2	$124999	13	$6776061	9	$4056357	2	$191843	2	$46588	13	$4882632
ND	4	$3191726	1	$-24879	1	$-24879	0	$ 0	2	$1984943	1	$1458252	0	$ 0	0	$ 0	1	$488153
NE	10	$3994215	7	$2766930	2	$1777952	1	$5482	2	$1259450	2	$1259450	0	$ 0	0	$ 0	2	$239607
NH	34	$43525834	23	$18349944	1	$52968	1	$52968	2	$17089485	0	$ 0	0	$ 0	2	$13878544	3	$14738535
NJ	78	$30408627	41	$6156219	5	$340445	3	$1548041	7	$15461342	5	$4993289	0	$ 0	4	$3942937	7	$10816473
NM	38	$38505104	22	$29358967	4	$9523038	4	$9942707	4	$5727432	3	$4736564	0	$ 0	4	$1894493	4	$4610896
NV	22	$-18449154	12	$7340717	5	$-31381801	2	$375085	3	$4421981	3	$4421981	0	$ 0	1	$837302	3	$3786306
NY	157	$174909371	90	$19975722	10	$5359738	8	$5285792	19	$32537670	3	$2124912	0	$ 0	15	$11582180	32	$28561493
OH	214	$271093493	139	$170881833	23	$46226072	24	$117273170	16	$14557411	13	$12586901	1	$ 0	11	$15310566	19	$7953213
OK	14	$52561127	7	$447596	1	$11950	0	$ 0	4	$51720751	3	$51476279	0	$ 0	2	$396180	4	$3231019
OR	32	$14364183	22	$5324634	4	$324943	1	$1456615	3	$7840043	3	$7840043	0	$ 0	2	$40890	4	$6849631
PA	121	$88150171	76	$53724270	7	$2089053	2	$441906	16	$27639910	7	$20822110	0	$ 0	4	$55864	17	$17884544
RI	9	$4814692	3	$519522	1	$81100	0	$ 0	3	$3744835	1	$665398	0	$ 0	1	$95540	4	$2249047
SC	22	$6736678	12	$894405	2	$180488	0	$ 0	4	$5609411	4	$5609411	0	$ 0	2	$-46	5	$2775976
SD	6	$3452054	4	$2478557	2	$2245981	0	$ 0	2	$973497	2	$973497	0	$ 0	0	$ 0	2	$-164763
TN	37	$13849660	18	$5969103	2	$1176315	2	$134251	6	$6885986	5	$5016377	1	$27867	4	$39723	6	$1760916
TX	236	$1314500838	127	$177500825	35	$112773983	33	$27489676	34	$64306914	26	$38755912	1	$1169710	7	$75086622	32	$45376822
UT	39	$305139370	23	$5068508	3	$243696	2	$249990	5	$4580457	4	$3399389	0	$ 0	1	$14184621	5	$3228804
VA	359	$993466382	241	$231817308	46	$17651496	61	$58010693	13	$14333011	10	$11250312	1	$3100868	23	$32440093	25	$14493556
VT	10	$2353284	9	$869439	0	$ 0	0	$ 0	1	$1483845	1	$1483845	0	$ 0	1	$1483845	0	$ 0
WA	70	$79138157	40	$8182044	3	$173917	4	$805422	6	$20680048	5	$20454832	0	$ 0	5	$2246663	13	$19947754
WI	29	$20934385	18	$1240837	1	$1229218	0	$ 0	4	$14935254	1	$13467865	0	$ 0	0	$ 0	4	$10036688
WV	11	$44385192	4	$5111506	2	$637596	1	$211227	3	$9296274	1	$359120	0	$ 0	4	$8894191	3	$2497251
WY	5	$2030338	2	$873270	0	$ 0	0	$ 0	1	$1113818	1	$1113818	0	$ 0	1	$23000	1	$198188
